campus,title,dept,annual_ftr,ftr_basis,frac_fte,amt_from_gen_fund
Dearborn,ASSOC PROFESSOR,Dbn CASL-Math & Statistics,93000,8-Month,1,93000
Dearborn,ASSOC PROFESSOR,Dbn CASL-Physical Sciences,82588,8-Month,1,82588
Dearborn,ASSOC PROFESSOR,Dbn CASL-Physical Sciences,83241,8-Month,1,83241
Dearborn,LEO Intermittent Lecturer,Dbn CEHHS Health & Human Serv,41820,8-Month,0.25,10455.04
Dearborn,PROFESSOR,"Dbn-Literature,Philosophy&Arts",332954.22,12-Month,1,332954.22
Dearborn,ASSOC PROFESSOR,Dbn Col of Bus-Mgmt Studies,162888,8-Month,1,162888
Dearborn,ASST PROFESSOR,Dbn CASL-Psychology,69360,8-Month,1,69360
Dearborn,ASSOC PROFESSOR,Dbn Coll of Eng-Mechanical Eng,111224,8-Month,1,111224
Dearborn,PROFESSOR,Dbn CASL-Psychology,106403,8-Month,1,106403
Dearborn,LEO Lecturer II,Dbn-Language Culture Communctn,48627.36,8-Month,0.66,32422.32
Dearborn,ASST PROFESSOR,Dbn Col of Eng-Computer & Info,93000,8-Month,1,93000
Dearborn,LEO Lecturer IV,Dbn-Language Culture Communctn,59370.12,8-Month,1,59370.12
Dearborn,PROFESSOR,Dbn CASL-Social Sciences,90890,8-Month,1,90890
Dearborn,PROFESSOR,Dbn-Language Culture Communctn,100571,8-Month,1,100571
Dearborn,ASSOC PROFESSOR,Dbn Col of Eng-Computer & Info,135000,8-Month,0.5,67500
Dearborn,ASSOC PROFESSOR,Dbn-Language Culture Communctn,78928.3,8-Month,1,78928.3
Dearborn,LEO Lecturer IV,Dbn CASL-Math & Statistics,65872.74,8-Month,1,65872.74
Dearborn,LEO Lecturer II,Dbn CASL-Math & Statistics,51475.27,8-Month,0.66,34321.14
Dearborn,LEO Lecturer IV,Dbn Col of Bus-Mgmt Studies,85486.2,8-Month,1,85486.2
Dearborn,PROFESSOR,Dbn Col of Eng-Electric & Comp,120036,8-Month,1,120036
Dearborn,PROFESSOR,Dbn Coll of Eng-Mechanical Eng,164488,8-Month,1,164488
Dearborn,LEO Lecturer II,Dbn Col of Eng-Computer & Info,45583.83,8-Month,0.91,41800.4
Dearborn,LEO Lecturer IV,Dbn-Language Culture Communctn,58083.66,8-Month,1,58083.66
Dearborn,ASSOC PROFESSOR,Dbn CASL-Physical Sciences,78273,8-Month,1,78273
Dearborn,LEO Lecturer II,Dbn-Language Culture Communctn,45583.8,8-Month,1,45583.8
Dearborn,ASSOC PROFESSOR,Dbn CASL College-Wide Programs,78376,8-Month,0.67,52512
Dearborn,ASSOC PROFESSOR,Dbn-Language Culture Communctn,76033,8-Month,1,76033
Dearborn,ASSOC PROFESSOR,Dbn CASL-Social Sciences,78720,8-Month,1,78720
Dearborn,LEO Lecturer I,"Dbn-Literature,Philosophy&Arts",41820,8-Month,0.75,31365
Dearborn,PROFESSOR,Dbn Col of Eng-Computer & Info,130202,8-Month,1,130202
Dearborn,LEO Intermittent Lecturer,Dbn CEHHS Health & Human Serv,41820,8-Month,0.5,20910
Dearborn,PROFESSOR,Dbn CASL-Psychology,93593,8-Month,1,93593
Dearborn,LEO Lecturer III,Dbn Col of Bus-Mgmt Studies,76000,8-Month,1,76000
Dearborn,LEO Adjunct Lecturer,Dbn CASL-Physical Sciences,60818,8-Month,0.25,15204.5
Dearborn,LEO Lecturer I,Dbn CEHHS Health & Human Serv,41820,8-Month,0.66,27883.52
Dearborn,ASSOC PROFESSOR,Dbn CASL-Sociology & Anthropol,78585.38,8-Month,1,78585.38
Dearborn,LEO Adjunct Lecturer,Dbn CASL-Biological Sciences,124404,8-Month,0.25,31101.04
Dearborn,LEO Lecturer III,Dbn-Language Culture Communctn,61200,8-Month,1,61200
Dearborn,LEO Lecturer II,Dbn CASL-Math & Statistics,45583.79,8-Month,1,45583.79
Dearborn,PROFESSOR,Dbn Col of Eng-Computer & Info,145612,8-Month,0.25,36403
Dearborn,LEO Lecturer II,Dbn CASL-Physical Sciences,44747.4,8-Month,0.5,22373.7
Dearborn,PROFESSOR,Dbn Coll of Eng-Mechanical Eng,116012,8-Month,1,116012
Dearborn,ASST PROFESSOR,Dbn Col of Eng-Computer & Info,94500,8-Month,1,94500
Dearborn,LEO Lecturer II,Dbn-Language Culture Communctn,44217.41,8-Month,0.25,11054.35
Dearborn,LEO Lecturer II,Dbn CASL-Biological Sciences,44217,8-Month,0.75,33162.75
Dearborn,LEO Lecturer III,Dbn CASL-Math & Statistics,49939.2,8-Month,1,49939.2
Dearborn,ASSOC PROFESSOR,Dbn Col of Eng-Electric & Comp,119570,8-Month,1,119570
Dearborn,LEO Lecturer IV,Dbn Col of Bus-Acctg & Finance,107747.7,8-Month,1,107747.7
Dearborn,PROFESSOR,Dbn CASL-Social Sciences,109592.51,8-Month,1,109592.51
Dearborn,ASST PROFESSOR,Dbn Col of Eng-Electric & Comp,93886,8-Month,1,93886
Dearborn,PROFESSOR,Dbn Coll of Eng-Mechanical Eng,167686,8-Month,1,167686
Dearborn,ASSOC PROFESSOR,Dbn Col of Bus-Mgmt Studies,144870,8-Month,1,144870
Dearborn,LEO Intermittent Lecturer,Dbn CEHHS Health & Human Serv,41820,8-Month,0.25,10455.04
Dearborn,LEO Lecturer II,Dbn CASL-Criminal Justice,48454.9,8-Month,0.5,24227.52
Dearborn,LEO Lecturer II,Dbn CEHHS Education-OPERATIONS,45642.8,8-Month,0.5,22821.44
Dearborn,LEO Lecturer II,Dbn Col of Eng-Electric & Comp,44690,8-Month,0.25,11172.56
Dearborn,LEO Lecturer II,Dbn CASL-Social Sciences,45642.43,8-Month,0.25,11410.61
Dearborn,ASSOC PROFESSOR,Dbn CASL-Social Sciences,79646,8-Month,1,0
Dearborn,PROFESSOR,Dbn Col of Eng-Electric & Comp,169812,8-Month,1,169812
Dearborn,ASSOC PROFESSOR,Dbn-Language Culture Communctn,82317,8-Month,1,82317
Dearborn,PROFESSOR,Dbn CASL-Physical Sciences,108539,8-Month,0.5,54269.5
Dearborn,ASST PROFESSOR,Dbn-Language Culture Communctn,64765,8-Month,1,64765
Dearborn,LEO Intermittent Lecturer,Dbn CASL-Physical Sciences,44319,8-Month,0.25,11079.75
Dearborn,LEO Lecturer II,Dbn CEHHS Education-OPERATIONS,43916.15,8-Month,0.25,10979.04
Dearborn,LEO Lecturer II,Dbn CASL-Psychology,45153.45,8-Month,0.5,22576.73
Dearborn,PROFESSOR,Dbn CASL-Physical Sciences,111308,8-Month,1,111308
Dearborn,LEO Lecturer II,Dbn CASL-Physical Sciences,45584,8-Month,1,45584
Dearborn,PROFESSOR,Dbn CASL-Physical Sciences,94719,8-Month,1,94719
Dearborn,LEO Lecturer II,Dbn Col of Bus-Acctg & Finance,44690,8-Month,0.25,11172.56
Dearborn,LEO Lecturer IV,Dbn Col of Eng-Computer & Info,75444.3,8-Month,1,75444.3
Dearborn,LEO Lecturer II,Dbn CASL-Natural Sciences,50433,8-Month,0.9,45389.7
Dearborn,LEO Lecturer III,"Dbn-Literature,Philosophy&Arts",53040,8-Month,1,53040
Dearborn,LEO Lecturer IV,Dbn CASL-Natural Sciences,72279.79,8-Month,1,72279.79
Dearborn,LEO Intermittent Lecturer,Dbn Col of Bus-Acctg & Finance,41000,8-Month,0.25,10250
Dearborn,ASSOC PROFESSOR,"Dbn-Literature,Philosophy&Arts",77938,8-Month,1,77938
Dearborn,LEO Lecturer II,Dbn CEHHS Education-OPERATIONS,44832.68,8-Month,0.25,11208.24
Dearborn,LEO Lecturer II,"Dbn-Literature,Philosophy&Arts",53085.86,8-Month,0.5,26542.96
Dearborn,LEO Lecturer I,Dbn CASL-Biological Sciences,41820,8-Month,0.75,31365
Dearborn,ASSOC PROFESSOR,Dbn CASL-Biological Sciences,77899,8-Month,1,77899
Dearborn,ASSOC PROFESSOR,Dbn Col of Eng-Computer & Info,120642,8-Month,1,120642
Dearborn,LEO Lecturer I,Dbn CASL-Criminal Justice,41820,8-Month,0.5,20910
Dearborn,LEO Intermittent Lecturer,Dbn CEHHS Health & Human Serv,41820,8-Month,0.25,10455.04
Dearborn,LEO Lecturer II,Dbn CASL-Physical Sciences,44747.4,8-Month,1,44747.44
Dearborn,ASST PROFESSOR,Dbn Coll of Eng-Mechanical Eng,92000,8-Month,1,92000
Dearborn,LEO Lecturer IV,Dbn International Affairs,64997.59,12-Month,1,64997.59
Dearborn,ASST PROFESSOR,Dbn CEHHS Education-OPERATIONS,64000,8-Month,1,64000
Dearborn,ASSOC PROFESSOR,Dbn CASL-Sociology & Anthropol,81060,8-Month,1,81060
Dearborn,LEO Lecturer II,Dbn CASL-Natural Sciences,50073,8-Month,0.25,12518.25
Dearborn,PROFESSOR,Dbn CASL-Psychology,95758,8-Month,1,95758
Dearborn,LEO Lecturer II,Dbn CASL-Psychology,44217.25,8-Month,0.5,22108.64
Dearborn,PROFESSOR,Dbn CASL-Social Sciences,92480,8-Month,1,92480
Dearborn,LEO Lecturer I,Dbn CEHHS Health & Human Serv,41000,8-Month,0.25,10250
Dearborn,LEO Lecturer IV,Dbn-Language Culture Communctn,61365.62,8-Month,1,61365.62
Dearborn,LEO Lecturer IV,Dbn CASL-Math & Statistics,61327.43,8-Month,1,61327.43
Dearborn,PROFESSOR,Dbn CASL-Social Sciences,117120,8-Month,1,117120
Dearborn,LEO Lecturer II,Dbn Col of Eng-Indust & Sys En,47603.53,8-Month,0.75,35702.72
Dearborn,ASST PROFESSOR,Dbn CASL-Math & Statistics,75992,8-Month,1,75992
Dearborn,ASST PROFESSOR,Dbn CEHHS Health & Human Serv,60000,8-Month,1,60000
Dearborn,ASST PROFESSOR,Dbn CASL-Social Sciences,69149,8-Month,1,69149
Dearborn,PROFESSOR,"Dbn-Literature,Philosophy&Arts",105653,8-Month,1,105653
Dearborn,LEO Lecturer IV,Dbn-Language Culture Communctn,60082.63,8-Month,1,60082.63
Dearborn,ASSOC PROFESSOR,Dbn CASL-Sociology & Anthropol,79217.6,8-Month,1,79217.6
Dearborn,LEO Lecturer III,Dbn CASL-Biological Sciences,51000,8-Month,1,51000
Dearborn,ASSOC PROFESSOR,Dbn-Language Culture Communctn,79352,8-Month,1,79352
Dearborn,LEO Lecturer IV,Dbn Col of Eng-Electric & Comp,88678.8,8-Month,1,88678.8
Dearborn,ASSOC PROFESSOR,Dbn CASL-Social Sciences,78930,8-Month,1,78930
Dearborn,LEO Lecturer III,Dbn CASL-Math & Statistics,54832.25,8-Month,1,54832.25
Dearborn,ASSOC PROFESSOR,Dbn CASL-Math & Statistics,82129,8-Month,1,82129
Dearborn,ASSOC PROFESSOR,Dbn Coll of Eng-Mechanical Eng,110775,8-Month,1,110775
Dearborn,ASSOC PROFESSOR,Dbn Col of Eng-Electric & Comp,109849,8-Month,1,109849
Dearborn,LEO Lecturer II,Dbn CASL-Natural Sciences,44217,8-Month,0.25,11054.25
Dearborn,ASSOC PROFESSOR,Dbn Col of Bus-Acctg & Finance,309060,8-Month,0.5,154530
Dearborn,PROFESSOR,Dbn CASL-Math & Statistics,92877.33,8-Month,0.37,34829
Dearborn,ASST PROFESSOR,Dbn CASL-Psychology,72895,8-Month,1,72895
Dearborn,LEO Intermittent Lecturer,Dbn CEHHS Health & Human Serv,41820,8-Month,0.5,20910
Dearborn,ASSOC PROFESSOR,Dbn Coll of Eng-Mechanical Eng,106682,8-Month,1,106682
Dearborn,LEO Lecturer II,Dbn CASL-Criminal Justice,42656.4,8-Month,0.5,21328.24
Dearborn,PROFESSOR,Dbn Col of Eng-Electric & Comp,154615,8-Month,0.5,77307.5
Dearborn,LEO Intermittent Lecturer,Dbn Col of Bus-Mgmt Studies,41820,8-Month,0.25,10455.04
Dearborn,LEO Lecturer II,Dbn Col of Bus-Acctg & Finance,43870,8-Month,0.25,10967.52
Dearborn,PROFESSOR,Dbn Col of Bus-Mgmt Studies,187224,8-Month,1,187224
Dearborn,LEO Lecturer II,Dbn CASL-Sociology & Anthropol,47312.18,8-Month,0.5,23656.16
Dearborn,LEO Intermittent Lecturer,Dbn CASL-Criminal Justice,41820,8-Month,0.25,10455.04
Dearborn,ASSOC PROFESSOR,Dbn-Language Culture Communctn,76658,8-Month,1,76658
Dearborn,PROFESSOR,Dbn-Language Culture Communctn,87818,8-Month,1,87818
Dearborn,LEO Lecturer I,Dbn CEHHS Education-OPERATIONS,41820,8-Month,0.17,7318.5
Dearborn,ASSOC PROFESSOR,Dbn CASL-Social Sciences,78183,8-Month,1,78183
Dearborn,LEO Intermittent Lecturer,Dbn Col of Bus-Acctg & Finance,41820,8-Month,0.5,20910
Dearborn,LEO Intermittent Lecturer,Dbn Col of Bus-Mgmt Studies,41820,8-Month,0.25,10455.04
Dearborn,ASSOC PROFESSOR,"Dbn-Literature,Philosophy&Arts",77023,8-Month,1,77023
Dearborn,LEO Lecturer II,Dbn CASL-Psychology,49320.55,8-Month,0.25,12330.14
Dearborn,ASST PROFESSOR,Dbn Col of Eng-Computer & Info,93000,8-Month,1,93000
Dearborn,ASSOC PROFESSOR,Dbn CASL-Social Sciences,80558,8-Month,1,80558
Dearborn,LEO Lecturer II,Dbn CASL-Math & Statistics,44217.09,8-Month,0.91,40536.02
Dearborn,LEO Lecturer I,Dbn CASL-Math & Statistics,41820,8-Month,0.58,24391.52
Dearborn,LEO Lecturer I,Dbn-Language Culture Communctn,41820,8-Month,0.5,20910
Dearborn,ASST PROFESSOR,"Dbn-Literature,Philosophy&Arts",62000,8-Month,1,62000
Dearborn,LEO Lecturer IV,Dbn Col of Bus-Mgmt Studies,101083.02,8-Month,1,101083.02
Dearborn,ASSOC PROFESSOR,Dbn CEHHS Health & Human Serv,72707.8,8-Month,1,72707.8
Dearborn,LEO Lecturer III,Dbn Col of Eng-Electric & Comp,75000,8-Month,1,75000
Dearborn,ASSOC PROFESSOR,Dbn CASL-Social Sciences,86080,8-Month,1,43040
Dearborn,LEO Lecturer II,Dbn CASL-Physical Sciences,45642.35,8-Month,0.75,34231.76
Dearborn,PROFESSOR,Dbn-Language Culture Communctn,95660,12-Month,0.25,23915
Dearborn,LEO Lecturer II,Dbn-Language Culture Communctn,52834.37,8-Month,0.25,13208.64
Dearborn,LEO Lecturer II,Dbn-Language Culture Communctn,43916.1,8-Month,1,43916.1
Dearborn,ASSOC PROFESSOR,Dbn Col of Bus-Mgmt Studies,152000,8-Month,1,152000
Dearborn,LEO Lecturer III,Dbn CASL-Physical Sciences,52020,8-Month,1,52020
Dearborn,LEO Lecturer I,Dbn CASL-Biological Sciences,41820,8-Month,1,41820
Dearborn,PROFESSOR,Dbn Coll of Eng-Mechanical Eng,200437,8-Month,1,200437
Dearborn,LEO Lecturer II,Dbn CEHHS Education-OPERATIONS,44690,8-Month,0.2,9161.45
Dearborn,LEO Lecturer I,Dbn CASL-Physical Sciences,41820,8-Month,0.67,28019.4
Dearborn,ASSOC PROFESSOR,Dbn CASL-Psychology,82240,8-Month,1,82240
Dearborn,ASSOC PROFESSOR,Dbn CEHHS Education-OPERATIONS,76418,8-Month,1,76418
Dearborn,PROFESSOR,Dbn Col of Eng-Electric & Comp,126650,8-Month,1,126650
Dearborn,LEO Lecturer I,Dbn-Language Culture Communctn,41820,8-Month,0.25,10455
Dearborn,LEO Lecturer II,Dbn CASL-Social Sciences,52110,8-Month,0.5,26055
Dearborn,ASSOC PROFESSOR,Dbn CASL-Sociology & Anthropol,78923,8-Month,1,78923
Dearborn,PROFESSOR,Dbn Col of Eng-Computer & Info,132903,8-Month,1,132903
Dearborn,PROFESSOR,Dbn Coll of Eng-Mechanical Eng,140000,8-Month,1,124250
Dearborn,ASSOC PROFESSOR,Dbn CASL-Psychology,85284,8-Month,1,85284
Dearborn,LEO Lecturer II,Dbn Col of Eng-Electric & Comp,52900.96,8-Month,0.25,13225.28
Dearborn,LEO Lecturer II,Dbn Col of Bus-Acctg & Finance,52695.36,8-Month,0.25,13173.84
Dearborn,PROFESSOR,Dbn Col of Bus-Acctg & Finance,183113,8-Month,1,183113
Dearborn,PROFESSOR,"Dbn-Literature,Philosophy&Arts",144565,12-Month,0.37,54212
Dearborn,PROFESSOR,Dbn CASL-Social Sciences,113557,8-Month,1,113557
Dearborn,LEO Lecturer I,Dbn Writing Center,41820,8-Month,0.33,13936.52
Dearborn,ASSOC PROFESSOR,Dbn CASL-Physical Sciences,81503,8-Month,1,81503
Dearborn,LEO Lecturer IV,Dbn Col of Bus-Mgmt Studies,89955.84,8-Month,1,89955.84
Dearborn,LEO Lecturer II,Dbn CASL-Social Sciences,54997.2,8-Month,0.5,27498.6
Dearborn,ASST PROFESSOR,Dbn Col of Eng-Computer & Info,95000,8-Month,1,95000
Dearborn,LEO Lecturer II,Dbn CASL-Biological Sciences,42656,8-Month,1,42656
Dearborn,LEO Intermittent Lecturer,Dbn CEHHS Health & Human Serv,41820,8-Month,0.25,10455.04
Dearborn,LEO Intermittent Lecturer,Dbn Col of Eng-Electric & Comp,43151.38,8-Month,0.25,10787.92
Dearborn,LEO Lecturer I,Dbn CASL-Math & Statistics,41820,8-Month,1,41820
Dearborn,PROFESSOR EMERITUS/A,Dbn-Language Culture Communctn,48000,8-Month,0.25,12000
Dearborn,LEO Lecturer I,"Dbn-Literature,Philosophy&Arts",41820,8-Month,0.5,20910
Dearborn,LEO Lecturer IV,Dbn Col of Bus-Mgmt Studies,85486.2,8-Month,1,85486.2
Dearborn,LEO Lecturer II,Dbn Col of Eng-Electric & Comp,55641.74,8-Month,0.25,13910.48
Dearborn,LEO Lecturer II,Dbn Col of Eng-Computer & Info,56507.22,8-Month,0.99,56493.09
Dearborn,LEO Lecturer II,Dbn CASL-Physical Sciences,47312,8-Month,0.87,41398
Dearborn,LEO Lecturer II,Dbn Writing Center,44217.09,8-Month,1,44217.12
Dearborn,LEO Lecturer IV,Dbn CASL-Natural Sciences,75580.78,8-Month,1,75580.78
Dearborn,PROFESSOR,Dbn CASL-Social Sciences,114233,8-Month,1,114233
Dearborn,ASST PROFESSOR,"Dbn-Literature,Philosophy&Arts",61500,8-Month,1,61500
Dearborn,ASSOC PROFESSOR,Dbn Col of Bus-Mgmt Studies,327008,8-Month,0.5,163504
Dearborn,PROFESSOR,Dbn CASL-Psychology,107059,8-Month,1,107059
Dearborn,ASSOC PROFESSOR,Dbn Col of Bus-Mgmt Studies,138688,8-Month,1,138688
Dearborn,ASSOC PROFESSOR,Dbn Col of Eng-Electric & Comp,109018,8-Month,1,109018
Dearborn,LEO Lecturer II,Dbn-Language Culture Communctn,54731.57,8-Month,0.5,27365.84
Dearborn,ASST PROFESSOR,Dbn CASL-Social Sciences,68987,8-Month,1,68987
Dearborn,ASSOC PROFESSOR,Dbn CASL-Biological Sciences,81483,8-Month,1,81483
Dearborn,LEO Lecturer II,Dbn Col of Bus-Mgmt Studies,48608.96,8-Month,0.25,12152.24
Dearborn,LEO Lecturer II,Dbn CEHHS Education-OPERATIONS,45583.83,8-Month,0.2,9116.77
Dearborn,LEO Lecturer II,Dbn CASL-Physical Sciences,47602,8-Month,0.79,37605.58
Dearborn,ASSOC PROFESSOR,Dbn CASL-Psychology,81756,8-Month,1,81756
Dearborn,PROFESSOR,Dbn CEHHS Education-OPERATIONS,91838,8-Month,1,91838
Dearborn,PROFESSOR,Dbn CASL-Biological Sciences,102193,8-Month,1,102193
Dearborn,PROFESSOR,Dbn CEHHS Education-OPERATIONS,86641.5,8-Month,1,86641.5
Dearborn,LEO Lecturer II,Dbn CEHHS Education-OPERATIONS,46906.11,8-Month,1,46906.11
Dearborn,ASSOC PROFESSOR,Dbn CASL-Social Sciences,85280,8-Month,1,85280
Dearborn,PROFESSOR,Dbn CASL-Biological Sciences,93037,8-Month,1,93037
Dearborn,LEO Lecturer III,Dbn-Language Culture Communctn,53018.79,8-Month,1,53018.79
Dearborn,ASST PROFESSOR,Dbn Col of Eng-Indust & Sys En,95144,8-Month,1,95144
Dearborn,ASST PROFESSOR,Dbn CASL-Physical Sciences,68500,8-Month,1,68500
Dearborn,LEO Lecturer III,Dbn Col of Bus-Acctg & Finance,82000,8-Month,1,82000
Dearborn,PROFESSOR,Dbn Col of Eng-Indust & Sys En,115114,8-Month,1,115114
Dearborn,LEO Lecturer IV,Dbn Col of Bus-Mgmt Studies,96175.8,8-Month,1,96175.8
Dearborn,ASSOC PROFESSOR,Dbn Col of Bus-Acctg & Finance,142395,8-Month,1,142395
Dearborn,LEO Lecturer IV,Dbn Col of Bus-Mgmt Studies,86130.84,8-Month,1,86130.84
Dearborn,LEO Lecturer II,Dbn CASL-Physical Sciences,46905,8-Month,0.94,44090.7
Dearborn,LEO Lecturer IV,Dbn CASL-Social Sciences,74532.75,8-Month,0.25,0
Dearborn,ASST PROFESSOR,Dbn CASL-Math & Statistics,68712,8-Month,1,68712
Dearborn,LEO Lecturer II,Dbn CEHHS Education-OPERATIONS,49709.32,8-Month,0.17,8699.13
Dearborn,LEO Lecturer III,Dbn Col of Bus-Acctg & Finance,85937.04,8-Month,1,85937.04
Dearborn,LEO Lecturer II,Dbn Col of Bus-Mgmt Studies,45073.56,8-Month,0.5,22536.8
Dearborn,LEO Lecturer IV,Dbn CASL-Social Sciences,64090.26,8-Month,0.5,32045.13
Dearborn,ASST PROFESSOR,Dbn Col of Bus-Mgmt Studies,115000,8-Month,1,115000
Dearborn,ASSOC PROFESSOR,Dbn CASL-Physical Sciences,84482,8-Month,1,84482
Dearborn,ASST PROFESSOR,Dbn Col of Eng-Electric & Comp,98814,8-Month,1,98814
Dearborn,ASSOC PROFESSOR,Dbn Col of Eng-Computer & Info,117428,8-Month,1,117428
Dearborn,LEO Lecturer II,Dbn Coll of Eng-Mechanical Eng,51968.93,8-Month,0.5,25984.48
Dearborn,ASSOC PROFESSOR,Dbn Col of Eng-Electric & Comp,108348,8-Month,1,108348
Dearborn,PROFESSOR,Dbn CASL-Psychology,95615,8-Month,1,95615
Dearborn,PROFESSOR,Dbn CASL-Social Sciences,102033,8-Month,0.5,51016.5
Dearborn,LEO Lecturer II,"Dbn-Literature,Philosophy&Arts",69322.43,8-Month,0.5,34661.22
Dearborn,ASST PROFESSOR,Dbn Col of Eng-Electric & Comp,98290,8-Month,1,98290
Dearborn,ASST PROFESSOR,Dbn CASL-Sociology & Anthropol,66195,8-Month,1,66195
Dearborn,LEO Intermittent Lecturer,Dbn CEHHS Health & Human Serv,41820,8-Month,0.25,10455.04
Dearborn,LEO Lecturer II,Dbn CEHHS Education-OPERATIONS,47962.43,8-Month,0.93,44605.06
Dearborn,ASSOC PROFESSOR,Dbn CASL-Psychology,82788,8-Month,1,82788
Dearborn,LEO Lecturer I,Dbn-Language Culture Communctn,43916.14,8-Month,1,43916.14
Dearborn,LEO Lecturer I,Dbn-Language Culture Communctn,41820,8-Month,0.5,20910
Dearborn,ASSOC PROFESSOR,Dbn CASL-Math & Statistics,80550,8-Month,1,80550
Dearborn,LEO Intermittent Lecturer,Dbn Col of Bus-Mgmt Studies,41000,8-Month,0.25,10250
Dearborn,ASSOC PROFESSOR,Dbn-Language Culture Communctn,90058,8-Month,1,90058
Dearborn,LEO Lecturer II,Dbn Col of Bus-Mgmt Studies,54709.54,8-Month,0.75,41032.16
Dearborn,ASST PROFESSOR,Dbn CASL-Math & Statistics,67000,8-Month,1,67000
Dearborn,LEO Lecturer IV,Dbn CASL-Social Sciences,78578.38,12-Month,1,69934.76
Dearborn,PROFESSOR,Dbn CASL-Psychology,97281,8-Month,1,97281
Dearborn,PROFESSOR,Dbn Col of Eng-Electric & Comp,121694,8-Month,1,121694
Dearborn,ASSOC PROFESSOR,Dbn Col of Bus-Acctg & Finance,146951,8-Month,1,146951
Dearborn,ASSOC PROFESSOR,Dbn Col of Eng-Computer & Info,108371,8-Month,1,108371
Dearborn,LEO Intermittent Lecturer,Dbn CEHHS Health & Human Serv,41820,8-Month,0.25,10455.04
Dearborn,LEO Lecturer III,"Dbn-Literature,Philosophy&Arts",53040,8-Month,1,53040
Dearborn,PROFESSOR,Dbn Col of Eng-Electric & Comp,123225,8-Month,1,123225
Dearborn,ASSOC PROFESSOR,Dbn Col of Eng-Computer & Info,105250,8-Month,1,105250
Dearborn,LEO Lecturer II,Dbn CEHHS Education-OPERATIONS,43916.24,8-Month,0.46,20497.92
Dearborn,PROFESSOR,Dbn Col of Eng-Indust & Sys En,151527,8-Month,0.5,75763.5
Dearborn,ASSOC PROFESSOR,Dbn CASL-Math & Statistics,82232,8-Month,1,82232
Dearborn,PROFESSOR,Dbn Coll of Eng-Mechanical Eng,127983,8-Month,1,127983
Dearborn,ASST PROFESSOR,Dbn CASL-Biological Sciences,71785,8-Month,1,71785
Dearborn,PROFESSOR,Dbn Col of Eng-Electric & Comp,123859,8-Month,1,123859
Dearborn,PROFESSOR,Dbn CASL-Math & Statistics,103424,8-Month,1,103424
Dearborn,ASST PROFESSOR,Dbn Col of Eng-Indust & Sys En,97770,8-Month,1,97770
Dearborn,PROFESSOR,Dbn Col of Eng-Computer & Info,153520,8-Month,0.5,76760
Dearborn,PROFESSOR,Dbn Coll of Eng-Mechanical Eng,151096,8-Month,0.5,75548
Dearborn,LEO Lecturer I,Dbn-Language Culture Communctn,41820,8-Month,0.5,20910
