campus,title,dept,annual_ftr,ftr_basis,frac_fte,amt_from_gen_fund
Flint,LEO Lecturer IV,Flint Mpa Program,93747.56,9-Month,1,93747.56
Flint,ASST PROFESSOR,Flint Education,60319.06,9-Month,1,46807.59
Flint,LEO Lecturer I,Flint Art & Art History,41000,8-Month,0.25,10134.8
Flint,LEO Lecturer II,Flint Physical Therapy,85551.67,8-Month,0.03,3129.92
Flint,LEO Intermittent Lecturer,Flint Education,41820,8-Month,0.5,20675.12
Flint,ASSOC PROFESSOR,Flint Dept Pub Hlth & Hlth Sci,142181.2,12-Month,0.5,71090.6
Flint,ASSOC PROFESSOR,Flint Communications Studies,76690.63,9-Month,1,76690.63
Flint,LEO Lecturer I,Flint Education,41820,8-Month,0.66,27559.84
Flint,LEO Lecturer II,Flint English,46162.1,8-Month,0.25,11410.88
Flint,PROFESSOR,Flint School of Management,145076.87,9-Month,0.5,72538.43
Flint,PROFESSOR,Flint School of Management,231462.36,9-Month,1,231462.36
Flint,LEO Lecturer I,Flint School of Management,51936.76,8-Month,1,51353.28
Flint,LEO Lecturer I,Flint Education,41820,8-Month,0.25,10337.6
Flint,LEO Lecturer II,Flint Music,44217,9-Month,0.18,7959.06
Flint,ADJUNCT CLINICAL LECTURER,Flint Nursing,37270.8,8-Month,0.4,14740.8
Flint,LEO Lecturer IV,Flint Foreign Language,73511.27,9-Month,1,73511.27
Flint,LEO Lecturer I,Flint Education,40290,8-Month,0.25,10072.56
Flint,LEO Lecturer II,Flint Music,47067.79,9-Month,0.54,25416.61
Flint,LEO Lecturer II,Flint Music,44217,8-Month,0.12,5246.4
Flint,LEO Intermittent Lecturer,Flint Physical Therapy,69512.8,8-Month,0.11,7560.56
Flint,LEO Lecturer II,Flint Nursing,43916.38,8-Month,0.22,9553.12
Flint,PROFESSOR,"Flint Geo, Planning & Environ",107009.12,9-Month,1,107009.12
Flint,ASSOC PROFESSOR,Flint English,83448.35,9-Month,1,83448.35
Flint,LEO Lecturer I,Flint Mathematics,41820,8-Month,0.83,34444.72
Flint,LEO Lecturer IV,Flint Nursing,66483.71,9-Month,1,66483.71
Flint,LEO Lecturer I,Flint Nursing,41000,8-Month,0.22,8918.64
Flint,LEO Lecturer II,Flint Nursing,48282.64,8-Month,0.44,21005.68
Flint,PROFESSOR,Flint Communications Studies,87050.87,9-Month,1,87050.87
Flint,ASSOC PROFESSOR,Flint Education,72833.19,9-Month,1,72833.19
Flint,ASSOC PROFESSOR,"Flint Soc,Anthropology & CJ",77725.37,9-Month,1,77725.37
Flint,LEO Lecturer II,Flint School of Management,62265.5,8-Month,0.25,15391.52
Flint,LEO Lecturer II,Flint Dept Pub Hlth & Hlth Sci,47312.66,8-Month,0.25,11695.28
Flint,ASST PROFESSOR,Flint Dept Pub Hlth & Hlth Sci,78745.65,9-Month,1,78745.65
Flint,LEO Lecturer IV,Flint Political Science,58519.43,9-Month,1,58519.43
Flint,LEO Lecturer II,Flint Nursing,48266.61,8-Month,0.4,19089.76
Flint,LEO Intermittent Lecturer,Flint Dept Pub Hlth & Hlth Sci,41820,8-Month,0.25,10337.6
Flint,ASSOC PROFESSOR,Flint Biology,75971.15,9-Month,1,75971.15
Flint,LEO Lecturer II,Flint Nursing,44690,8-Month,0.26,11776.08
Flint,LEO Lecturer II,Flint Nursing,45642.5,8-Month,0.2,9025.92
Flint,LEO Lecturer II,Flint Education,44690,9-Month,0.25,11172.5
Flint,ADJUNCT CLINICAL LECTURER,Flint Nursing,37611.08,8-Month,0.43,16316.48
Flint,ADJUNCT CLINICAL LECTURER,Flint Nursing,34000,8-Month,0.25,8404.48
Flint,PROFESSOR,Flint Mathematics,106569.1,9-Month,1,106569.1
Flint,ASSOC PROFESSOR,Flint English,76133.58,9-Month,1,76133.58
Flint,LEO Lecturer I,Flint Music,41820,8-Month,0.08,3308.08
Flint,LEO Lecturer IV,Flint Communications Studies,54370.23,9-Month,1,54370.23
Flint,LEO Lecturer II,Flint Economics,50303.39,8-Month,0.75,37303.68
Flint,LEO Lecturer II,Flint Music,43350,8-Month,0.04,1714.48
Flint,ASSOC PROFESSOR,Flint Communications Studies,82021.36,9-Month,1,82021.36
Flint,LEO Lecturer III,Flint Psychology,46818,9-Month,1,46818
Flint,PROFESSOR,Flint Dept Pub Hlth & Hlth Sci,147910.88,9-Month,1,147910.88
Flint,ASSOC PROFESSOR,Flint Art & Art History,79782.06,9-Month,1,79782.06
Flint,LEO Lecturer II,Flint Dept Pub Hlth & Hlth Sci,43916.1,8-Month,0.17,7381.84
Flint,ASST PROFESSOR,Flint Nursing,76500,9-Month,1,76500
Flint,LEO Lecturer I,Flint Art & Art History,41820,8-Month,0.5,20675.04
Flint,LEO Lecturer IV,Flint Communications Studies,63152.38,9-Month,1,63152.38
Flint,PROFESSOR,Flint Mathematics,99722.55,9-Month,1,99722.55
Flint,PROFESSOR,Flint School of Management,159487.23,9-Month,1,159487.23
Flint,LEO Lecturer IV,Flint Education,58370.04,9-Month,1,58370.04
Flint,ADJUNCT CLINICAL LECTURER,Flint Nursing,36622.3,8-Month,0.6,21726.48
Flint,LEO Lecturer IV,Flint Biology,62665.12,9-Month,1,62665.12
Flint,LEO Lecturer III,Flint Psychology,50000,9-Month,1,50000
Flint,ASSOC PROFESSOR,"Flint Soc,Anthropology & CJ",85152.55,9-Month,1,85152.55
Flint,ASSOC PROFESSOR,Flint Physical Therapy,126000,12-Month,0.5,63000
Flint,LEO Lecturer I,Flint Biology,41000,8-Month,0.66,26999.2
Flint,LEO Lecturer I,Flint Dept Pub Hlth & Hlth Sci,41820,8-Month,0.5,20675.12
Flint,PROFESSOR,Flint Dept of Chem/Biochem,85357.3,9-Month,1,85357.3
Flint,LEO Lecturer II,"Flint Soc,Anthropology & CJ",44268,8-Month,0.25,10942.64
Flint,ASST PROFESSOR,Flint Computer Science,81581.2,9-Month,1,81581.2
Flint,ASST PROFESSOR,Flint Education,60319.06,9-Month,1,60319.06
Flint,LEO Lecturer II,Flint Dept Pub Hlth & Hlth Sci,45584.05,8-Month,0.25,11268
Flint,LEO Lecturer II,Flint Dept Pub Hlth & Hlth Sci,44747.49,8-Month,0.25,11061.2
Flint,LEO Lecturer II,Flint Physics,47312.29,8-Month,0.41,19507.6
Flint,LEO Lecturer I,Flint Nursing,41820,8-Month,0.13,5509.92
Flint,LEO Lecturer I,Flint Biology,41820,8-Month,0.75,31012.56
Flint,LEO Lecturer IV,Flint School of Management,104230.3,9-Month,1,104230.3
Flint,LEO Lecturer II,Flint Art & Art History,49544.91,8-Month,0.5,24494.16
Flint,ASSOC PROFESSOR,Flint Nursing,89320,9-Month,1,89320
Flint,LEO Lecturer II,Flint Nursing,57483.53,8-Month,0.2,11367.6
Flint,PROFESSOR,Flint Biology,93243.91,9-Month,1,93243.91
Flint,ASSOC PROFESSOR,Flint Dept Pub Hlth & Hlth Sci,85154.56,9-Month,1,85154.56
Flint,PROFESSOR,Flint English,112380.73,9-Month,1,112380.73
Flint,LEO Lecturer II,Flint Dept Pub Hlth & Hlth Sci,64905.6,8-Month,0.34,21820
Flint,ASSOC PROFESSOR,Flint Computer Science,91702,9-Month,1,91702
Flint,ASSOC PROFESSOR,Flint Computer Science,92380.92,9-Month,1,92380.92
Flint,ASSOC PROFESSOR,Flint Biology,74146.94,9-Month,1,74146.94
Flint,LEO Lecturer II,Flint Physics,45642.39,8-Month,0.83,37638.08
Flint,LEO Lecturer IV,Flint Psychology,51964.27,9-Month,1,51964.27
Flint,LEO Lecturer I,Flint Mathematics,41820,8-Month,0.25,10337.6
Flint,ASSOC PROFESSOR,Flint Mathematics,72927.01,9-Month,1,72927.01
Flint,LEO Lecturer IV,Flint English,89693.57,9-Month,1,89693.57
Flint,ASSOC PROFESSOR,Flint Education,78929.96,9-Month,1,78929.96
Flint,LEO Lecturer II,Flint Social Work,45153.36,8-Month,0.5,22323.04
Flint,ASST PROFESSOR,Flint Physical Therapy,99095.61,12-Month,1,99095.61
Flint,LEO Intermittent Lecturer,Flint Dept Pub Hlth & Hlth Sci,54344.16,8-Month,0.17,9134.72
Flint,LEO Lecturer II,Flint Education,44690,9-Month,0.25,11172.5
Flint,ASSOC PROFESSOR,Flint Dept of Chem/Biochem,82386.94,9-Month,1,82386.94
Flint,LEO Lecturer I,Flint Occupational Therapy,63240,8-Month,0.31,19384.16
Flint,ASST PROFESSOR,Flint Biology,63153.3,9-Month,1,63153.3
Flint,LEO Lecturer II,Flint Dept of Chem/Biochem,43916.15,8-Month,1,43422.72
Flint,LEO Intermittent Lecturer,Flint Nursing,44516,8-Month,0.1,4401.6
Flint,LEO Lecturer I,Flint Nursing,41000,8-Month,0.22,8918.64
Flint,PROFESSOR,Flint English,176868.98,9-Month,1,176868.98
Flint,LEO Lecturer II,Flint Dept Pub Hlth & Hlth Sci,45608.9,9-Month,0.25,11402.23
Flint,LEO Lecturer I,Flint Physical Therapy,64719.74,8-Month,0.13,8639.04
Flint,PROFESSOR,Flint Mathematics,90027.99,9-Month,1,90027.99
Flint,LEO Lecturer II,Flint Education,57435.85,8-Month,0.5,28395.28
Flint,ASSOC PROFESSOR,Flint Nursing,116000,12-Month,0.5,58000
Flint,LEO Lecturer I,Flint Dept Pub Hlth & Hlth Sci,41820,8-Month,0.25,10337.6
Flint,LEO Lecturer II,Flint Nursing,55924.16,8-Month,0.2,11059.2
Flint,LEO Lecturer II,Flint Communications Studies,45583.86,8-Month,0.25,11267.92
Flint,ASSOC PROFESSOR,Flint Computer Science,95616.31,9-Month,1,95616.31
Flint,LEO Lecturer I,Flint Music,41000,8-Month,0.04,1621.6
Flint,LEO Lecturer II,Flint Dept Pub Hlth & Hlth Sci,56818.25,8-Month,0.42,23595.52
Flint,LEO Lecturer II,"Flint Soc,Anthropology & CJ",44690,9-Month,0.75,33517.5
Flint,LEO Lecturer I,Flint Physical Therapy,62021.82,8-Month,0.24,14779.28
Flint,PROFESSOR,Flint Engineering,119921.21,9-Month,0.25,29980.3
Flint,PROFESSOR,Flint Physics,119921.21,9-Month,0.75,89940.91
Flint,ASSOC PROFESSOR,Flint Philosophy,72169.11,9-Month,1,72169.11
Flint,ASSOC PROFESSOR,Flint Art & Art History,75170.54,9-Month,1,75170.54
Flint,LEO Lecturer II,Flint Political Science,100079.63,9-Month,0.5,50039.82
Flint,LEO Lecturer II,Flint Dept Pub Hlth & Hlth Sci,82857.46,8-Month,0.17,13927.52
Flint,LEO Lecturer IV,Flint English,53756.33,9-Month,1,53756.33
Flint,LEO Lecturer IV,Flint Biology,77778.31,9-Month,1,77778.31
Flint,LEO Lecturer II,Flint Mathematics,44217.09,8-Month,0.75,32790.24
Flint,ASSOC PROFESSOR,Flint Political Science,72608.94,9-Month,1,72608.94
Flint,LEO Lecturer II,Flint Nursing,45642.59,8-Month,0.22,9928.56
Flint,ASST PROFESSOR,Flint Education,59136.34,9-Month,1,59136.34
Flint,ADJUNCT CLINICAL LECTURER,Flint Nursing,34000,8-Month,0.9,30256.16
Flint,LEO Lecturer IV,Flint Philosophy,75555.56,9-Month,1,75555.56
Flint,LEO Lecturer IV,Flint Biology,74151.28,9-Month,1,74151.28
Flint,LEO Lecturer II,Flint English,44217.09,8-Month,0.75,32790.24
Flint,LEO Lecturer I,Flint Nursing,41820,8-Month,0.13,5509.92
Flint,LEO Intermittent Lecturer,Flint Nursing,41820,8-Month,0.22,9097.04
Flint,ADJUNCT CLINICAL LECTURER,Flint Nursing,34510,8-Month,0.3,10236.64
Flint,LEO Lecturer I,Flint Music,41000,8-Month,0.04,1621.6
Flint,ASSOC PROFESSOR,Flint School of Management,131055.27,9-Month,1,131055.27
Flint,ASSOC PROFESSOR,Flint Education,70620.78,9-Month,1,70620.78
Flint,LEO Lecturer IV,Flint English,59702.79,9-Month,1,59702.79
Flint,LEO Lecturer II,Flint English,44217,9-Month,1,44217
Flint,ASST PROFESSOR,Flint Nursing,81514.14,9-Month,1,81514.14
Flint,LEO Lecturer II,Flint Africana Studies Dept,48472.36,9-Month,0.25,12118.09
Flint,ASSOC PROFESSOR,Flint Biology,72281.34,9-Month,1,72281.34
Flint,LEO Lecturer IV,Flint School of Management,79382.52,9-Month,0.25,19845.63
Flint,LEO Lecturer II,Flint Music,46557.9,8-Month,0.41,18874.24
Flint,PROFESSOR,Flint Psychology,103362.09,9-Month,1,103362.09
Flint,ADJUNCT CLINICAL LECTURER,Flint Nursing,36000,8-Month,0.57,20289.44
Flint,ASSOC PROFESSOR,Flint Education,90960.57,9-Month,1,90960.57
Flint,ASST PROFESSOR,Flint Dept of Chem/Biochem,63153.3,9-Month,1,63153.3
Flint,ASSOC PROFESSOR,Flint School of Management,140625.28,9-Month,1,140625.28
Flint,LEO Lecturer II,Flint Biology,43916.15,8-Month,1,43422.72
Flint,LEO Lecturer IV,Flint Biology,58747.38,9-Month,1,58747.38
Flint,ASSOC PROFESSOR,Flint Physical Therapy,107795.11,12-Month,0.9,97015.6
Flint,LEO Lecturer I,Flint Occupational Therapy,63240,8-Month,0.17,10630.08
Flint,LEO Lecturer III,Flint Art & Art History,49127.69,9-Month,1,49127.69
Flint,ASST PROFESSOR,Flint Engineering,82530.77,9-Month,1,82530.77
Flint,LEO Lecturer I,Flint Philosophy,41820,8-Month,0.5,20675.12
