campus,title,dept,annual_ftr,ftr_basis,frac_fte,amt_from_gen_fund
Ann Arbor,leo adjunct lecturer,Mechanical Engineering,84460,8-Month,0.2,16892
Ann Arbor,research associate professor,Mechanical Engineering,122100,12-Month,0.5,48840
Ann Arbor,leo lecturer iv,LSA Romance Languages & Lit.,62097.07,9-Month,1,62097.07
Ann Arbor,leo lecturer ii,Stamps School of Art & Design,60417.45,8-Month,1,59738.64
Ann Arbor,professor,LSA History,153000,9-Month,1,61200
Ann Arbor,professor,Psychiatry Department,200000,12-Month,0.75,34339.5
Ann Arbor,leo lecturer i,CoE Ctr for Entrepreneurship,89385.06,8-Month,0.3,26514.24
Ann Arbor,leo lecturer ii,LSA Psychology,58291.85,8-Month,0.33,19207.52
Ann Arbor,professor,COE EECS - ECE Division,155398,9-Month,1,155398
Ann Arbor,professor,Department of Radiology,200000,12-Month,0.95,0
Ann Arbor,research professor,Michigan Neuroscience Inst,253680,12-Month,0.05,12684
Ann Arbor,leo lecturer iii,SMTD Michigan Marching Band,70524.1,12-Month,1,0
Ann Arbor,research professor,Population Studies Center,222379,12-Month,0.04,0
Ann Arbor,professor,LSA Anthropology,177247,9-Month,1,177247
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,52530,8-Month,1,51939.84
Ann Arbor,clinical lecturer,Department of Radiology,75388,12-Month,1,0
Ann Arbor,assoc professor,School of Social Work,126541.25,9-Month,1,126541.25
Ann Arbor,professor,DLHS Division of LKS,230000,12-Month,1,170294.3
Ann Arbor,assoc professor,LSA Earth & Environmental Sci.,109511,9-Month,0.5,54755.5
Ann Arbor,professor,Law School,305785,9-Month,1,168181.75
Ann Arbor,professor,Aerospace Engineering,250784,9-Month,1,137931.2
Ann Arbor,professor,Law School,302250,9-Month,0.5,143568.75
Ann Arbor,professor,School of Nursing,169229,9-Month,1,29594.77
Ann Arbor,clinical professor,Int Med-Cardiology,225000,12-Month,1,0
Ann Arbor,professor,LSA Psychology,175000,9-Month,1,175000
Ann Arbor,leo lecturer iv,LSA Anthropology,89229.16,9-Month,0.75,66921.87
Ann Arbor,asst professor,LSA Sociology,122000,9-Month,1,122000
Ann Arbor,professor,Mechanical Engineering,135919,9-Month,1,115531.15
Ann Arbor,assoc professor,EECS - CSE Division,144469,9-Month,1,144469
Ann Arbor,clinical professor,Pathology Department,193244,12-Month,0.8,0
Ann Arbor,assoc professor,Microbiology and Immunology,82445.4,12-Month,1,82445.4
Ann Arbor,professor,Biological Chemistry Dept,161160,12-Month,1,161160
Ann Arbor,asst professor,Emergency Medicine UM Adult,225000,12-Month,1,69750
Ann Arbor,leo lecturer ii,Stamps School of Art & Design,58403.03,8-Month,0.92,53127.04
Ann Arbor,assoc professor,Coll of Arch & Urban Planning,92638,9-Month,1,92638
Ann Arbor,leo lecturer iv,LSA Romance Languages & Lit.,71398.7,9-Month,1,71398.7
Ann Arbor,leo lecturer iii,LSA Women's and Gender Studies,58066.25,9-Month,1,58066.25
Ann Arbor,leo intermittent lecturer,Program in the Environment,52259.62,8-Month,0.34,17568.56
Ann Arbor,asst professor,Pediatric Surgery Section,220000,12-Month,1,0
Ann Arbor,assoc professor,Ophthalmology & Visual Science,143725,12-Month,1,7186.25
Ann Arbor,professor,LSA History,117900,9-Month,1,117900
Ann Arbor,assoc professor,Orthopaedic Surgery,156086.83,12-Month,1,20291.29
Ann Arbor,asst professor,LSA Statistics,103630,9-Month,1,103630
Ann Arbor,assoc professor,Pediatrics-Cardiology,202791,12-Month,1,2027.91
Ann Arbor,professor,LSA Germanic Languages & Lit.,117287,9-Month,1,117287
Ann Arbor,research asst professor,Microbiology and Immunology,61528.08,12-Month,1,0
Ann Arbor,professor,LSA Anthropology,172391,9-Month,0.5,86195.5
Ann Arbor,professor,Department of Radiology,152000,12-Month,1,0
Ann Arbor,research asst professor,Department of Radiology,104000,12-Month,1,0
Ann Arbor,research professor,IntMed-Geri & Palliative Med.,184275,12-Month,1,44594.55
Ann Arbor,leo lecturer ii,Ross School of Business,81053.13,12-Month,0.91,74305.45
Ann Arbor,assoc professor,Vascular Surgery Section,220000,12-Month,0.71,0
Ann Arbor,professor,LSA Political Science,209328,9-Month,0.5,0
Ann Arbor,leo lecturer iv,LSA Romance Languages & Lit.,89011.13,9-Month,1,89011.13
Ann Arbor,assoc professor,LSA Astronomy,128391,9-Month,0.9,64196.01
Ann Arbor,asst professor,Ross School of Business,230400,9-Month,1,230400
Ann Arbor,leo adjunct lecturer,School of Social Work,52544,8-Month,0.25,12988.4
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,52530,8-Month,1,51939.76
Ann Arbor,professor,COE EECS - ECE Division,153172,9-Month,1,145513.4
Ann Arbor,asst professor,Hlth Behavior & Hlth Ed Dept,105700,9-Month,1,5285
Ann Arbor,assoc professor,Aerospace Engineering,117766,9-Month,1,102456.42
Ann Arbor,leo adjunct professor,COE EECS - ECE Division,92442.5,8-Month,0.4,36561.52
Ann Arbor,clinical professor,Department of Radiology,200000,12-Month,1,0
Ann Arbor,assoc professor,Int Med-Cardiology,225000,12-Month,1,14406.75
Ann Arbor,professor,School of Social Work,177912.02,9-Month,0.4,71164.81
Ann Arbor,asst professor,Ross School of Business,193000,9-Month,1,0
Ann Arbor,professor,Nuclear Eng & Radiological Sci,193881,9-Month,1,164798.85
Ann Arbor,professor,LSA Romance Languages & Lit.,147090,9-Month,1,147090
Ann Arbor,leo lecturer i,SMTD Department of Theatre,68000,8-Month,1,67235.92
Ann Arbor,clinical lecturer,Anesthesiology Department,185000,12-Month,1,0
Ann Arbor,professor,PHARMACY Medicinal Chemistry,184448,12-Month,1,168308.8
Ann Arbor,leo intermittent lecturer,SOE- Teacher Education,82134.58,8-Month,0.25,12604.08
Ann Arbor,asst professor,School of Information,125000,9-Month,1,125000
Ann Arbor,asst professor,LSA Romance Languages & Lit.,77047,9-Month,1,77047
Ann Arbor,research asst professor,Int Med-Cardiology,99176,12-Month,1,0
Ann Arbor,leo lecturer iv,Industrial & Operations Engin,117093.2,9-Month,1,117093.2
Ann Arbor,leo lecturer ii,EECS - CSE Division,87518.15,8-Month,0.4,34613.92
Ann Arbor,professor,Ophthalmology & Visual Science,230785,12-Month,0.5,0
Ann Arbor,asst professor,LSA Psychology,89000,9-Month,1,89000
Ann Arbor,professor emeritus/a,Otorhinolaryngology Department,192300,12-Month,0.02,0
Ann Arbor,assoc professor,Int Med-Nephrology,158803.33,12-Month,0.3,0
Ann Arbor,professor,Mechanical Engineering,166000,9-Month,0.75,99600
Ann Arbor,leo lecturer i,COE EECS - ECE Division,86666.66,8-Month,0.4,34689.84
Ann Arbor,assoc professor,Comp Med and Bioinformatics,191900,12-Month,1,76760
Ann Arbor,assoc professor,PHARMACY Medicinal Chemistry,143776,12-Month,1,43132.8
Ann Arbor,professor,"School of Music,Theatre&Dance",96280.59,9-Month,1,96280.59
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,52530,8-Month,1,51939.84
Ann Arbor,assoc professor,Neurosurgery,275000,12-Month,1,0
Ann Arbor,assoc professor,LSA Anthropology,99524,9-Month,0.5,49762
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",96534.1,9-Month,1,96534.1
Ann Arbor,leo lecturer iii,CoE Robotics Institute,94835.39,9-Month,1,94835.39
Ann Arbor,asst professor,LSA Sociology,91975,9-Month,1,91975
Ann Arbor,assoc professor,School of Kinesiology,107334.24,9-Month,1,107334.24
Ann Arbor,professor,GSA - Administration (GSA/ADM),220000,12-Month,1,0
Ann Arbor,professor,Mechanical Engineering,133214,9-Month,1,113231.9
Ann Arbor,leo lecturer i,LSA History of Art,51000,8-Month,0.66,33622.16
Ann Arbor,assoc professor,LSA Psychology,95693.19,9-Month,1,95693.19
Ann Arbor,adjunct clin asst professor,DENT Ortho/Peds Dentistry,65581.6,12-Month,0.05,3279.08
Ann Arbor,professor,LSA Psychology,145165.89,9-Month,1,145165.89
Ann Arbor,professor,Pediatric Surgery Section,220000,12-Month,1,0
Ann Arbor,professor,PM&R,163722.9,12-Month,1,0
Ann Arbor,clinical professor,Neurology Department,220000,12-Month,1,0
Ann Arbor,leo lecturer ii,LSA Germanic Languages & Lit.,64851.38,9-Month,1,64851.38
Ann Arbor,professor,LSA Psychology,215507.85,9-Month,1,195853.53
Ann Arbor,clinical professor,Department of Radiology,200000,12-Month,1,0
Ann Arbor,research asst professor,Molec & Integrative Physiology,73029,12-Month,1,0
Ann Arbor,assoc professor,DENT Bio & Materials Science,132154.18,12-Month,1,118938.76
Ann Arbor,asst professor,EECS - CSE Division,118163,9-Month,1,100438.55
Ann Arbor,professor,SMTD Department of Dance,92867.55,9-Month,0.25,23216.89
Ann Arbor,professor,LSA UG: Residential College,90858,9-Month,0.75,68143.5
Ann Arbor,asst professor,GSA - Administration (GSA/ADM),220000,12-Month,1,0
Ann Arbor,leo lecturer i,School of Nursing,52530,8-Month,1,51939.76
Ann Arbor,asst professor,LSA Mathematics,59476,9-Month,1,59476
Ann Arbor,professor,G. Ford Sc Pub Pol,262080,9-Month,1,262080
Ann Arbor,professor,LSA Physics,147809,9-Month,1,147809
Ann Arbor,professor,LSA English Language & Lit.,212833,9-Month,0.75,159624.75
Ann Arbor,professor,SOE-Educational Studies,210774.79,9-Month,0.25,52693.69
Ann Arbor,asst professor,Psychiatry Department,195000,12-Month,1,13650
Ann Arbor,professor,Hlth Behavior & Hlth Ed Dept,169900,9-Month,0.5,84950
Ann Arbor,research professor,Population Studies Center,284885,12-Month,0.5,0
Ann Arbor,assoc professor,DENT Bio & Materials Science,130143.52,12-Month,1,130143.52
Ann Arbor,professor,LSA Chemistry,137686,9-Month,1,137686
Ann Arbor,assoc professor,GSA - Administration (GSA/ADM),220000,12-Month,1,0
Ann Arbor,asst professor,Naval Arch & Marine Dept,110000,9-Month,1,110000
Ann Arbor,asst professor,Int Med-Cardiology,225000,12-Month,1,12501
Ann Arbor,professor,Psychiatry Department,218911.55,12-Month,1,4378.23
Ann Arbor,professor,Psychiatry Department,213082.33,12-Month,0.6,5369.67
Ann Arbor,adjunct clin asst professor,DENT Prosthodontics,61078,12-Month,0.2,12215.6
Ann Arbor,research professor,Population Studies Center,194732,12-Month,1,0
Ann Arbor,asst professor,SOE-Educational Studies,82782.03,9-Month,1,82782.03
Ann Arbor,clinical professor,"Metabolism, Endo & Diabetes",225000,12-Month,0.78,0
Ann Arbor,professor,COE EECS - ECE Division,212718,9-Month,1,212718
Ann Arbor,leo intermittent lecturer,SOE- Teacher Education,51000,8-Month,0.25,12606.72
Ann Arbor,leo lecturer ii,LSA UG: Curriculum Support,58309.85,8-Month,0.66,38441.28
Ann Arbor,leo adjunct lecturer,LSA UG: Comprehensive Studies,75533.34,8-Month,0.11,0
Ann Arbor,asst professor,Biomedical Engineering - MS,121280,12-Month,1,59427.2
Ann Arbor,leo lecturer ii,LSA UG: Comprehensive Studies,77323.5,8-Month,1,76454.72
Ann Arbor,professor,Cell and Developmental Biology,197728.07,12-Month,1,61483.54
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",181765.01,9-Month,1,181765.01
Ann Arbor,assoc professor,School of Information,148526,9-Month,1,37131.5
Ann Arbor,leo intermittent lecturer,School of Social Work,52544,8-Month,0.25,12988.4
Ann Arbor,professor,COE EECS - ECE Division,186068,9-Month,0.5,93034
Ann Arbor,professor,Nuclear Eng & Radiological Sci,269654,9-Month,1,215723.2
Ann Arbor,leo lecturer ii,LSA Asian Languages & Cultures,59122,8-Month,1,58457.76
Ann Arbor,assoc professor,SMTD Department of Dance,82000,9-Month,1,82000
Ann Arbor,professor,Mechanical Engineering,131296,9-Month,1,121356.89
Ann Arbor,leo lecturer iv,LSA UG: English Language Inst,58066.25,9-Month,1,58066.25
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",72130.4,12-Month,0.05,3606.52
Ann Arbor,leo lecturer iv,Coll of Arch & Urban Planning,85550.27,9-Month,0.75,64162.7
Ann Arbor,assoc professor,LSA Judaic Studies,84200,9-Month,0.5,0
Ann Arbor,assoc professor,LSA Middle East Studies,84200,9-Month,0.5,0
Ann Arbor,professor,Psychiatry Department,220000,12-Month,0.5,10162.9
Ann Arbor,professor,Pathology Department,211636,12-Month,1,0
Ann Arbor,professor,Pediatrics-Nephrology,239435.56,12-Month,0.9,0
Ann Arbor,assoc professor,Aerospace Engineering,147949,9-Month,1,133154.1
Ann Arbor,adjunct clinical lecturer,DENT Dental Hygiene,44729.08,12-Month,0.1,4472.91
Ann Arbor,clinical professor,Int Med-Hematology/Oncology,128796.5,12-Month,0.34,0
Ann Arbor,adjunct clinical lecturer,DENT Dental Hygiene,44815.88,12-Month,0.2,8963.18
Ann Arbor,leo lecturer ii,LSA Earth & Environmental Sci.,56657.47,8-Month,0.66,37351.92
Ann Arbor,leo lecturer ii,School of Social Work,76320,8-Month,0.75,56596.88
Ann Arbor,research professor,Climate and Space Sciences Eng,305963,12-Month,0.49,0
Ann Arbor,assoc professor,Stamps School of Art & Design,111910.93,9-Month,1,111910.93
Ann Arbor,professor,Chemical Engineering Dept,325880,9-Month,0.5,114058
Ann Arbor,professor,Human Genetics Department,162372.21,12-Month,1,128274.05
Ann Arbor,assoc professor,LSA History,111499,9-Month,1,111499
Ann Arbor,professor,LSA Astronomy,135061,9-Month,1,135061
Ann Arbor,professor,Pharmacology Department,194561,12-Month,1,168684.39
Ann Arbor,professor,LSA Sociology,148640,9-Month,1,148640
Ann Arbor,leo lecturer i,SMTD Department of Dance,52530,8-Month,0.25,12984.96
Ann Arbor,leo lecturer iv,School of Information,102757,9-Month,1,102757
Ann Arbor,leo intermittent lecturer,Ross School of Business,144200,8-Month,0.5,70497.76
Ann Arbor,leo lecturer iv,LSA UG: Residential College,79670.82,9-Month,1,79670.82
Ann Arbor,leo lecturer iv,LSA Romance Languages & Lit.,88354.19,9-Month,1,88354.19
Ann Arbor,leo lecturer i,LSA Psychology,52530,8-Month,0.66,34630.88
Ann Arbor,assoc professor,LSA English Language & Lit.,97560,9-Month,1,97560
Ann Arbor,assoc professor,Family Medicine,155877,12-Month,1,0
Ann Arbor,clinical professor,Pediatrics-Cardiology,249317,12-Month,1,2493.17
Ann Arbor,leo lecturer i,G. Ford Sc Pub Pol,74774.78,8-Month,0.33,24620.24
Ann Arbor,professor,LSA Political Science,231927,9-Month,1,231927
Ann Arbor,adjunct clinical lecturer,Dermatology Department,136453,12-Month,0.1,0
Ann Arbor,adjunct clinical lecturer,"DENTCariology,Restor Sci &Endo",51814.6,12-Month,0.2,10362.92
Ann Arbor,leo lecturer ii,SOE-Educational Studies,63664.88,8-Month,0.5,31474.8
Ann Arbor,research professor,Michigan Neuroscience Inst,211444.44,12-Month,1,81784.59
Ann Arbor,professor,School of Social Work,163578.73,9-Month,1,114505.11
Ann Arbor,professor,Materials Science & Engin.,174000,9-Month,1,165300
Ann Arbor,asst professor,Chemical Engineering Dept,108191,9-Month,1,108191
Ann Arbor,professor,Int Med-Cardiology,225000,12-Month,0.95,22529.25
Ann Arbor,professor emeritus/a,Orthopaedic Surgery,242054,12-Month,0.1,0
Ann Arbor,research associate professor,Emergency Medicine Research,115910.7,12-Month,1,0
Ann Arbor,asst professor,Int Med-Infectious Diseases,153750,12-Month,1,0
Ann Arbor,leo lecturer i,LSA UG: Residential College,52530,8-Month,0.66,34630.88
Ann Arbor,professor,Climate and Space Sciences Eng,281609,9-Month,1,78850.52
Ann Arbor,leo lecturer i,SMTD Department of Theatre,52530,8-Month,0.5,25969.92
Ann Arbor,visiting professor,LSA Ecology & Evolutionary Bio,60000,12-Month,0.25,15000
Ann Arbor,leo lecturer i,LSA Asian Languages & Cultures,52530,8-Month,1,38954.82
Ann Arbor,professor,SMTD Department of Theatre,103462.68,9-Month,1,103462.68
Ann Arbor,professor,"DENTCariology,Restor Sci &Endo",220000,12-Month,0.18,4086.32
Ann Arbor,professor,LSA Psychology,197693.3,9-Month,0.5,98846.65
Ann Arbor,leo lecturer iv,LSA UG: Residential College,72711.97,9-Month,0.5,36355.99
Ann Arbor,research asst professor,Environmental Health Sciences,90860,12-Month,1,18172
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",99135.8,9-Month,1,99135.8
Ann Arbor,professor,Department of Radiology,210000,12-Month,1,0
Ann Arbor,professor,LSA Chemistry,182132,9-Month,1,109279.2
Ann Arbor,asst professor,Urban and Regional Planning,75085,9-Month,1,75085
Ann Arbor,professor,Int Med-General Medicine,225000,12-Month,1,2772
Ann Arbor,asst professor,Int Med-Cardiology,201095,12-Month,0.84,0
Ann Arbor,asst professor,LSA Psychology,89000,9-Month,1,89000
Ann Arbor,assoc professor,Epidemiology Department,125000,9-Month,1,0
Ann Arbor,leo adjunct lecturer,CoE Ctr for Entrepreneurship,56408.72,8-Month,0.1,5637.6
Ann Arbor,professor emeritus/a,Pathology Department,296814.29,12-Month,0.49,0
Ann Arbor,leo lecturer ii,LSA Romance Languages & Lit.,62150.13,9-Month,0.66,41438.6
Ann Arbor,professor,Ross School of Business,246000,9-Month,1,246000
Ann Arbor,leo lecturer ii,LSA UG: Residential College,57537.86,9-Month,0.33,19174.5
Ann Arbor,clinical lecturer,Ophthalmology & Visual Science,56000,12-Month,1,0
Ann Arbor,asst professor,Aerospace Engineering,100500,9-Month,1,89445
Ann Arbor,leo lecturer ii,Biomedical Engineering,61360,8-Month,0.4,24268.24
Ann Arbor,leo intermittent lecturer,Naval Arch & Marine Dept,228238.32,8-Month,0.4,90269.52
Ann Arbor,leo lecturer iv,LSA Chemistry,93965.87,9-Month,1,93965.87
Ann Arbor,assoc professor,Aerospace Engineering,162023,12-Month,1,16202.3
Ann Arbor,professor,"School of Music,Theatre&Dance",97656.24,9-Month,0.5,48828.12
Ann Arbor,professor,LSA UG: Residential College,105096.67,9-Month,0.5,52548.35
Ann Arbor,leo lecturer ii,EECS - CSE Division,76364.51,8-Month,1,75506.48
Ann Arbor,assoc professor,Stamps School of Art & Design,93865.5,9-Month,1,93865.5
Ann Arbor,professor,LSA Psychology,149142.48,9-Month,1,149142.48
Ann Arbor,clinical lecturer,Department of Radiology,75388,12-Month,1,0
Ann Arbor,asst professor,"LSA Film,Television,and Media",80000,9-Month,0.5,40000
Ann Arbor,asst professor,LSA Digital Studies Institute,80000,9-Month,0.5,40000
Ann Arbor,asst professor,LSA Mathematics,59476,9-Month,1,29738
Ann Arbor,leo lecturer ii,LSA Asian Languages & Cultures,69835.11,9-Month,1,69835.11
Ann Arbor,assoc professor,School of Kinesiology,146361.24,9-Month,1,146361.24
Ann Arbor,asst professor,"School of Music,Theatre&Dance",71805.78,9-Month,1,71805.78
Ann Arbor,research asst professor,Int Med-Gastroenterology,77250,12-Month,1,0
Ann Arbor,clinical professor,SOE-Educational Studies,52816.14,9-Month,0.5,26408.07
Ann Arbor,professor,Health Management and Policy,185475,9-Month,1,111487.17
Ann Arbor,professor,COE EECS - ECE Division,171215,9-Month,1,145532.75
Ann Arbor,professor emeritus/a,Psychiatry Department,234126.9,12-Month,0.49,0
Ann Arbor,professor,Anesthesiology Department,236750,12-Month,0.6,0
Ann Arbor,asst professor,LSA Ecology & Evolutionary Bio,85000,9-Month,1,85000
Ann Arbor,clinical professor,Otorhinolaryngology Department,240000,12-Month,1,0
Ann Arbor,asst professor,Radiation Oncology - Ann Arbor,221248,12-Month,0.12,0
Ann Arbor,leo lecturer i,Industrial & Operations Engin,114479.2,8-Month,0.3,33957.84
Ann Arbor,research professor,UMTRI-Driver Interface,150330,12-Month,0.7,0
Ann Arbor,leo lecturer ii,LSA Statistics,99066.33,8-Month,1,97953.28
Ann Arbor,professor,"School of Music,Theatre&Dance",122984.74,9-Month,1,122984.74
Ann Arbor,leo lecturer ii,Stamps School of Art & Design,64905.31,9-Month,1,64905.31
Ann Arbor,professor,Pathology Department,210032.5,12-Month,0.51,0
Ann Arbor,assoc professor,Ross School of Business,218000,9-Month,1,170759.4
Ann Arbor,professor,Health Management and Policy,150050,9-Month,1,120040
Ann Arbor,professor,LSA English Language & Lit.,202200,9-Month,1,90990
Ann Arbor,assoc professor,COE EECS - ECE Division,130000,9-Month,1,97500
Ann Arbor,asst professor,Pediatrics-Endocrinology,128558,12-Month,1,1285.58
Ann Arbor,asst professor,Emergency Medicine UM Adult,225000,12-Month,1,93750.75
Ann Arbor,assoc professor,Pathology Department,155501,12-Month,1,0
Ann Arbor,clinical lecturer,Anesthesiology Department,104800,12-Month,1,0
Ann Arbor,asst professor,Int Med-General Medicine,181000,12-Month,0.8,28865.97
Ann Arbor,professor,LSA Mathematics,150125.56,9-Month,1,142619.28
Ann Arbor,assoc professor,LSA Communication and Media,120000,9-Month,1,120000
Ann Arbor,asst professor,Coll of Arch & Urban Planning,76000,9-Month,0.5,38000
Ann Arbor,asst professor,LSA Digital Studies Institute,76000,9-Month,0.5,38000
Ann Arbor,clinical professor,Pediatrics-Cardiology,267910,12-Month,0.05,0
Ann Arbor,professor,Int Med-Hematology/Oncology,225000,12-Month,0.8,8035.2
Ann Arbor,assoc professor,Microbiology and Immunology,120000,12-Month,1,96000
Ann Arbor,asst professor,"School of Music,Theatre&Dance",88317,12-Month,0.05,4415.85
Ann Arbor,leo lecturer ii,CoE Technical Communications,64569.39,9-Month,1,64569.39
Ann Arbor,professor,COE EECS - ECE Division,232000,9-Month,0.5,58000
Ann Arbor,professor,Coll of Arch & Urban Planning,107534,9-Month,1,107534
Ann Arbor,professor,School of Social Work,179672.87,9-Month,1,179672.87
Ann Arbor,assoc professor,Sch for Environ and Sustain,128750,9-Month,1,128750
Ann Arbor,research asst professor,SRC-Social Envir & Health,129882,12-Month,1,0
Ann Arbor,professor,Mechanical Engineering,178000,9-Month,1,148398.6
Ann Arbor,assoc professor,School of Kinesiology,118059.63,9-Month,0.75,88544.72
Ann Arbor,clinical professor,Int Med-Cardiology,225000,12-Month,0.78,0
Ann Arbor,professor,Biomedical Engineering,209419,9-Month,1,179823.91
Ann Arbor,professor,LSA History of Art,147500,9-Month,1,147500
Ann Arbor,professor,Int Med-Pulm./Critical Care,225000,12-Month,1,0
Ann Arbor,clinical lecturer,Department of Radiology,75338,12-Month,1,0
Ann Arbor,professor,DLHS Division of Prof Ed,209221.96,12-Month,1,140536.48
Ann Arbor,clinical lecturer,Department of Radiology,200000,12-Month,1,0
Ann Arbor,adjunct clinical lecturer,DENT Dental Hygiene,51211,12-Month,0.2,10242.2
Ann Arbor,leo lecturer ii,LSA Germanic Languages & Lit.,55828.58,9-Month,1,55828.58
Ann Arbor,leo lecturer ii,LSA Asian Languages & Cultures,62150.17,9-Month,1,62150.17
Ann Arbor,assoc professor,Comp Med and Bioinformatics,175049,12-Month,1,8752.45
Ann Arbor,assoc professor,Dermatology Department,198388,12-Month,1,0
Ann Arbor,leo lecturer iv,Comp Med and Bioinformatics,96510.07,12-Month,1,96510.07
Ann Arbor,visiting professor,LSA Judaic Studies,66000,8-Month,1,0
Ann Arbor,asst professor,Family Medicine,104037,12-Month,1,0
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,51000,8-Month,1,50426.96
Ann Arbor,professor,Industrial & Operations Engin,177500,9-Month,0.75,124249.56
Ann Arbor,professor,Civil & Environmental Engr,177500,9-Month,0.25,44375
Ann Arbor,leo lecturer i,Stamps School of Art & Design,52530,8-Month,1,51939.76
Ann Arbor,professor,Department of Radiology,200000,12-Month,1,0
Ann Arbor,professor,Chemical Engineering Dept,237939,9-Month,0.95,226042.05
Ann Arbor,assoc professor,LSA Physics,107592,9-Month,1,107592
Ann Arbor,leo lecturer ii,LSA Germanic Languages & Lit.,72221.3,9-Month,0.66,48153.55
Ann Arbor,asst professor,LSA Astronomy,91650,9-Month,1,91650
Ann Arbor,leo intermittent lecturer,School of Social Work,52544,8-Month,0.5,25976.8
Ann Arbor,professor emeritus/a,Cell and Developmental Biology,209868.73,12-Month,0.05,628.45
Ann Arbor,assoc professor,LSA American Culture,91500,9-Month,0.5,45750
Ann Arbor,assoc professor,"LSA Film,Television,and Media",91500,9-Month,0.5,45750
Ann Arbor,professor,LSA American Culture,148871,9-Month,0.5,74435.5
Ann Arbor,professor,LSA DAAS,148871,9-Month,0.5,74435.5
Ann Arbor,asst professor,LSA Economics,164000,9-Month,1,164000
Ann Arbor,asst professor,LSA Mathematics,61000,9-Month,1,29499.6
Ann Arbor,asst professor,LSA Mathematics,59000,9-Month,1,59000
Ann Arbor,professor,COE EECS - ECE Division,176148,9-Month,1,176148
Ann Arbor,adjunct clin asst professor,DENT Periodontics and Oral Med,61077.6,12-Month,0.1,6107.76
Ann Arbor,research asst professor,Int Med-Cardiology,87006,12-Month,1,0
Ann Arbor,clinical lecturer,Pediatrics Primary Care,80000,12-Month,0.05,0
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",60000,12-Month,0.1,6000
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",81743.8,9-Month,1,81743.8
Ann Arbor,professor emeritus/a,EECS - CSE Division,231168,12-Month,0.17,0
Ann Arbor,professor,Int Med-Cardiology,225000,12-Month,0.4,834.68
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,52530,8-Month,1,51939.76
Ann Arbor,leo lecturer ii,LSA UG: Residential College,63409.14,9-Month,1,63409.14
Ann Arbor,professor,LSA Psychology,152126.2,9-Month,0.25,38031.55
Ann Arbor,professor,EECS - CSE Division,177160,9-Month,1,177160
Ann Arbor,professor,Coll of Arch & Urban Planning,146528,9-Month,1,146528
Ann Arbor,leo intermittent lecturer,School of Social Work,52544,8-Month,0.41,21664.64
Ann Arbor,leo lecturer i,LSA English Language & Lit.,57393.69,8-Month,0.66,37837.28
Ann Arbor,professor,LSA English Language & Lit.,115156,9-Month,1,115156
Ann Arbor,clinical lecturer,Department of Radiology,75388,12-Month,1,0
Ann Arbor,adjunct clinical lecturer,DENT Dental Hygiene,48175,12-Month,0.2,9635
Ann Arbor,professor,Department of Radiology,189500,12-Month,1,0
Ann Arbor,professor,Obstetrics and Gynecology Dept,233000,12-Month,0.5,0
Ann Arbor,research professor emeritus/a,Psychiatry Department,177512,12-Month,0.5,8875.6
Ann Arbor,leo lecturer iii,LSA Molec./Cell./Develop. Bio,54590,9-Month,1,54590
Ann Arbor,clinical professor,Urology,245000,12-Month,0.5,0
Ann Arbor,professor,Cardiac Surgery,220000,12-Month,1,0
Ann Arbor,leo lecturer iv,"School of Music,Theatre&Dance",60703.51,12-Month,1,15175.88
Ann Arbor,asst professor,LSA Economics,156500,9-Month,1,156500
Ann Arbor,professor,LSA Middle East Studies,117460,9-Month,1,117460
Ann Arbor,asst professor,School of Information,120000,9-Month,1,120000
Ann Arbor,professor,"School of Music,Theatre&Dance",178711.79,9-Month,1,178711.79
Ann Arbor,professor,LSA Chemistry,143300,9-Month,1,143300
Ann Arbor,professor,Law School,265286,9-Month,1,265286
Ann Arbor,professor,EECS - CSE Division,216076,9-Month,1,183664.6
Ann Arbor,clinical lecturer,Pediatrics-Cardiology,92000,12-Month,1,920
Ann Arbor,professor,"School of Music,Theatre&Dance",225794.58,9-Month,1,225794.58
Ann Arbor,leo lecturer ii,Ross School of Business,240556.5,9-Month,0.79,150368.65
Ann Arbor,leo intermittent lecturer,Program in the Environment,105575.04,8-Month,0.5,52194.4
Ann Arbor,professor,"School of Music,Theatre&Dance",115536.4,9-Month,1,115536.4
Ann Arbor,professor,G. Ford Sc Pub Pol,165075,9-Month,0.5,82537.5
Ann Arbor,professor,LSA Political Science,187360,9-Month,0.5,93680
Ann Arbor,clinical professor,Aerospace Engineering,155000,12-Month,1,155000
Ann Arbor,professor,LSA English Language & Lit.,169733,9-Month,1,161246.35
Ann Arbor,leo lecturer ii,Program in the Environment,94407.52,9-Month,0.25,23601.88
